transaction_id,customer_name,region,industry_segment,product_sku,order_date,quantity,revenue_usd,sales_rep,notes
C206B0F3,Acme Industrial Corp,MW,P&P,KDT-5506,11/10/2024,181,13078.56,Barbara Davis,Urgent order
4205CC0E,Global Pulp & Paper In,Global,pulp/paper,KDT-6574,12/11/2024,73,256432.65,Susan Anderson,Urgent order
A060F5BC,PRAIRIE GRAIN HANDLERS,S.E.,Wood Products,KDT-2674,23-Feb-2024,48,8523.38,Sarah Jackson,
1A71A36F,Sequoia Wood Products,Mid West,Food/Bev,KDT-2519,"Jun 12, 2024",97,33932.66,Jessica Hernandez,Customer requested rush
1CC7B58C,Global  Pulp  &  Paper  Inc,Overseas,mining,KDT-2424,2024-03-25,44,282850.41,Charles Jackson,NEW ACCOUNT
167E749E,Global Pulp and Paper Inc,midwest,food & bev,KDT-7224,10/06/2024,45,30695.5,Jennifer Jackson,Customer requested rush
EBB57334,Midwest Steel Work,Southeastern,Minerals,KDT-2584,19-Mar-2024,118,4076.47,Jennifer Miller,
EF2D894A,Sequoia  Wood  Products,South West,MINING,KDT-2139,"Aug 09, 2024",140,19300.85,Jessica Jackson,Repeat customer
371B5464,Global Pulp & Paper Inc,INTL,Mining,KDT-2519,"Aug 24, 2024",115,59788.04,David Thomas,
A60E61D5,Sequoia Wood Products,South East,Timber,KDT-1750,03/04/2024,123,5194.63,Jessica Garcia,Urgent order
B8D4F734,Sequoia Wood Products,North East,Recycle,KDT-8359,19-Aug-2024,92,13754.84,Sarah Miller,
6BD486D4,Sequoia Wood Product,SE,Food/Bev,KDT-3547,2024-04-22,80,59213.87,David Johnson,
A3F39015,Global Pulp & Paper In,S.E.,Chem Proc,KDT-3045,2024-07-29,76,114761.69,Jessica Taylor,discount applied 10%
973AF4CF,Pacific Recycling LLC,Intl.,Chem Proc,KDT-4811,03-Jul-2024,101,43444.98,Richard Wilson,
F4A5E846,Acme Industrial Corp,intl,Chem Proc,KDT-2139,05/22/2024,54,27759.03,Jennifer Lee,
45D03237,Sequoia Wood Products,western,Lumber,KDT-1409,2024-10-05,169,16142.01,Jennifer Davis,
C5E4A4AB,Global Pulp & Paper Incorporated,south east,Recycling,KDT-2674,"Oct 30, 2024",7,107677.25,Nancy Hernandez,Urgent order
A2819C9F,Global Pulp & Paper Inc,Pacific,Paper Products,KDT-9935,01/25/2024,185,55460.09,Sarah Williams,NEW ACCOUNT
D99F2133,Global Pulp and Paper Inc,North East,Food & Beverage,KDT-5506,01-Jul-2024,173,,Patricia Lopez,Urgent order
14F1682E,  Global Pulp & Paper Inc  ,NE,Lumber,KDT-2674,04/11/2024,131,98431.39,John Hernandez,NEW ACCOUNT
8AFFF440,Global Pulp and Paper Inc,Intl.,Recyc.,KDT-8359,13-Nov-2024,88,141362.94,Susan Lopez,
11D34E68,Sequoia Wood Product,SW,Food & Beverage,KDT-3547,2024-11-28,77,27468.43,Barbara Williams,discount applied 10%
D153D608,global pulp & paper inc,intl,Recycle,KDT-5012,"Mar 23, 2024",172,116811.33,Charles Garcia,
CCC78895,global pulp & paper inc,North East,Recyc.,KDT-9928,04/02/2024,82,107833.14,Michael Johnson,
E615E4A7,  Midwest Steel Works  ,Southeast,food & bev,KDT-7912,14/11/2024,15,17961.74,Susan Davis,
01E454E5,Cascade Paper Products,Midwest,Wood,KDT-5333,03/27/2024,198,3368.08,Barbara Smith,
015FAA40,Global Pulp & Paper Inc,Middle West,Wood,KDT-5557,"Feb 15, 2024",147,68869.33,Daniel Johnson,
48583972,GLOBAL PULP & PAPER INC,Southeastern,Mining & Extraction,KDT-4611,07/11/2024,105,,Karen Lee,
D1C46574,Sequoia Wood Products,Mid West,Timber,KDT-6514,2024-04-14,52,59620.01,Nancy Anderson,
C2260EB9,  Sequoia Wood Products  ,South East,Mining,KDT-4733,2024-07-31,39,,Jennifer Lee,
8DB7E453,Sequoia Wood Products,Northeast,Waste Management,KDT-7873,14-Sep-2024,9,54421.22,Charles Lee,
C479DF78,Pacific Recycling LL,South West,Recycle,KDT-2535,2024-12-30,147,30270.5,Daniel Martin,
65AB843D,Pacific Recycling LLC,W,P&P,KDT-7912,04/21/2024,195,5819.73,Joseph Taylor,
AE7042AA,TIDEWATER CHEMICAL CO,Southwest,Paper Products,KDT-4582,30-Dec-2024,145,21308.71,Patricia Moore,follow up needed
5D81EDC2,Global Pulp & Paper Inc,Southeast,mining,KDT-1434,16-Jan-2024,95,110025.08,Sarah Williams,Customer requested rush
98B3F009,  Sequoia Wood Products  ,South West,Wood,KDT-5557,"Jul 19, 2024",39,38047.39,Joseph Miller,
518700F3,Global Pulp & Paper In,West,Paper Products,KDT-7201,2024-12-05,81,255936.44,Thomas Smith,Urgent order
0F0DF0F8,Evergreen Forest Industries,north-east,Chem Proc,KDT-1409,2024-07-13,89,12942.21,David Wilson,
768EE9D9,Prairie Grain Handlers,INTL,Mining & Extraction,KDT-5803,"Jul 22, 2024",16,,Patricia Hernandez,discount applied 10%
A0A59B0E,LAKESIDE PULP MILLS,Middle West,pulp/paper,KDT-6574,10/23/2024,64,12287.19,Barbara Miller,
1E64747D,Ironworks Heavy Equipment,Middle West,food & bev,KDT-6881,09/30/2024,160,8455.33,Jennifer Davis,follow up needed
942A668E,global pulp & paper inc,West Coast,F&B,KDT-2291,22/10/2024,141,226696.87,David Lopez,Repeat customer
732F0167,Tidewater Chemical Co,Southwest,mining,KDT-7224,11/13/2024,200,3670.75,Jessica Taylor,discount applied 10%
116D5C05,Pacific Recycling LLC,W,Mining & Extraction,KDT-2584,2024-12-29,9,11610.43,Linda Anderson,Customer requested rush
3F9A21C7,Global Pulp & Paper Incorporated,western,Lumber,KDT-6925,30/07/2024,26,166161.16,Sarah Williams,
3AE45965,acme industrial corp,western,Chem Proc,KDT-5506,2024-08-22,67,7936.57,Barbara Smith,discount applied 10%
8ED294A2,GLOBAL PULP & PAPER INC,midwest,Minerals,KDT-9935,17/05/2024,183,231546.02,Joseph Williams,
51BDC995,Global Pulp & Paper Inc,south east,Pulp & Paper,KDT-7224,22-Feb-2024,43,127093.77,James Hernandez,Repeat customer
CBF68980,Global Pulp & Paper Incorporated,Southeastern,chem,KDT-9279,"Jul 13, 2024",130,197861.33,Linda Taylor,follow up needed
88141641,Global Pulp & Paper In,Middle West,Timber,KDT-4257,14/01/2024,146,94661.21,Jessica Anderson,
A4F526E3,Acme Industrial Companyrp,INTL,MINING,KDT-4733,02/14/2024,57,28528.48,Joseph Martin,follow up needed
ACA5E2CC,  Sequoia Wood Products  ,INTL,chem,KDT-4811,19-Dec-2024,95,52962.3,Mary Martin,Repeat customer
E7169781,Oakwood Materials Inc,South East,Paper Products,KDT-1711,11-Jan-2024,22,8932.29,Susan Johnson,discount applied 10%
D756D0D7,Global Pulp & Paper Inc,South East,Food/Bev,KDT-6881,20/12/2024,49,72543.72,Sarah Thomas,
2B04B592,Acme Industrial Corp,intl,Food/Bev,KDT-6925,2024-09-06,79,13107.84,Nancy Lopez,Customer requested rush
C023B9A8,Global Pulp & Paper Incorporated,Southeast,Lumber,KDT-5803,07/08/2024,112,231418.29,Richard Garcia,discount applied 10%
185898B7,ACME INDUSTRIAL CORP,Global,mining,KDT-7873,"Jul 31, 2024",149,2118.41,Barbara Hernandez,
307FBB3C,Global Pulp & Paper Inc,W,MINING,KDT-4257,01-Mar-2024,156,107750.68,John Johnson,
CAF5AA6E,GLOBAL PULP & PAPER INC,Southeastern,wood prod,KDT-9928,11/10/2024,115,22538.69,John Davis,
AC135551,Prairie Grain Handlers,Northeastern,Recycle,KDT-9785,10/16/2024,81,9252.85,Robert Jackson,Urgent order
4D29C779,  Continental Packaging Group  ,Intl.,Chem Proc,KDT-6635,11-Dec-2024,32,19410.69,Mary Jones,NEW ACCOUNT
443B65FB,  Sequoia Wood Products  ,Northeast,Waste Management,KDT-6881,11/22/2024,187,31273.54,John Moore,follow up needed
828B21FC,Sequoia Wood Products,Northeastern,P&P,KDT-4150,24-Sep-2024,31,52129.33,Jessica Brown,
F7FAFDAD,Global Pulp & Paper In,Northeast,food & bev,KDT-9279,2024-05-10,195,132803.11,Susan Martinez,
EC10148B,Cascade Paper Product,Pacific,Timber,KDT-6925,09/07/2024,62,7846.94,Sarah Martinez,discount applied 10%
C7A919D5,Redwood Fiber Solutions,S.W.,Food & Beverage,KDT-9785,09/10/2024,88,11365.0,Richard Brown,
08FAEDAD,Global  Pulp  &  Paper  Inc,SE,Chem Proc,KDT-6635,11-Oct-2024,16,203312.23,Joseph Anderson,
17094F37,Global Pulp & Paper Inc,West Coast,Chemical Processing,KDT-6574,14/04/2024,104,141046.35,Charles Jones,
EED43580,  Heartland Processing Co  ,Northeastern,Food & Beverage,KDT-3547,2024-01-08,63,542.28,Mary Moore,discount applied 10%
9DDE1C36,Evergreen Forest Industries,W,Mining,KDT-2674,2024-12-31,147,9779.12,Charles Davis,Customer requested rush
35FD9722,Pacific Recycling LLC,South West,Food and Beverage,KDT-6574,12/10/2024,158,28106.48,Mary Taylor,Customer requested rush
EC7A555F,  Redwood Fiber Solutions  ,south east,Chem Proc,KDT-1106,23/06/2024,23,3675.59,Charles Garcia,discount applied 10%
65E345E9,Global Pulp and Paper Inc,Midwest,Pulp and Paper,KDT-7873,18/05/2024,196,302102.32,Robert Johnson,
46F5C753,Global Pulp & Paper Inc,NE,MINING,KDT-7201,09/11/2024,89,69869.28,Susan Thomas,Urgent order
CE18C2E7,  Global Pulp & Paper Inc  ,Midwest,Lumber,KDT-4811,17/01/2024,23,192525.05,Richard Jones,
4D8AF2A1,global pulp & paper inc,Middle West,F&B,KDT-6514,02-Sep-2024,152,132344.35,Mary Lopez,Urgent order
C9FC19CA,Global Pulp & Paper Inc,SE,Chem Proc,KDT-4811,07/27/2024,67,281164.04,Karen Lopez,NEW ACCOUNT
76682755,global pulp & paper inc,south east,Wood,KDT-1488,23/09/2024,193,287497.49,Patricia Johnson,Urgent order
3D7498EF,Lakeside Pulp Mills,N.E.,wood prod,KDT-7873,12/23/2024,168,11361.47,Mary Miller,follow up needed
B1370D8E,Acme Industrial Corporation,International,wood prod,KDT-2519,04/29/2024,137,7115.81,Joseph Williams,
F464B85E,Global Pulp & Paper Inc,midwest,MINING,KDT-2679,07-Oct-2024,135,157075.95,Susan Brown,follow up needed
6D27BE6B,Sequoia Wood Product,Global,recycling,KDT-6925,16/07/2024,79,44837.08,Robert Brown,Repeat customer
B2175E20,Midwest Steel Work,south east,Recycling,KDT-4611,04/23/2024,183,30310.31,Thomas Miller,
D63AF844,global pulp & paper inc,Pacific,Minerals,KDT-5506,11/11/2024,155,169123.05,Nancy Thomas,discount applied 10%
E11DEA8B,Prairie Grain Handlers,SE,pulp/paper,KDT-2519,11/02/2024,194,7322.48,Jessica Lopez,Repeat customer
AA7A1EB8,Ironworks Heavy Equipment,south-west,chem,KDT-7924,2024-01-16,104,13367.28,Linda Martinez,follow up needed
F763BEC3,Global Pulp and Paper Inc,Overseas,Chemicals,KDT-7912,01-Jun-2024,150,45484.65,Nancy Williams,
4C6C2AD4,  Global Pulp & Paper Inc  ,SW,Mining,KDT-4611,07/06/2024,145,113966.55,Linda Thomas,Customer requested rush
9B99ED4B,Global Pulp and Paper Inc,Mid West,Waste Management,KDT-9928,2024-07-31,52,210935.13,Susan Hernandez,Customer requested rush
6A81AA1C,Global Pulp & Paper Inc,north-east,pulp/paper,KDT-2674,12/05/2024,9,"$142,494.15",John Smith,
0EC9B4EB,Cascade Paper Products,Southeastern,Wood,KDT-5557,"Apr 14, 2024",169,21532.54,Michael Garcia,
7A962DC4,Sequoia Wood Products,S.E.,P&P,KDT-7201,"Sep 15, 2024",2,19056.29,Daniel Brown,
0E9A6FC3,Continental Packaging Group,Global,Mining & Extraction,KDT-6574,22/09/2024,78,13022.46,Thomas Jackson,
D080E668,Continental Packaging Group,Middle West,Recycling,KDT-6514,"Aug 28, 2024",15,9329.14,Nancy Smith,
054B1667,Global Pulp & Paper In,Intl.,wood prod,KDT-2679,2024-07-31,74,46366.38,Sarah Davis,Customer requested rush
9A8A6198,  Global Pulp & Paper Inc  ,Southeastern,Minerals,KDT-3547,02-Jun-2024,15,291724.97,Richard Jones,discount applied 10%
0385DC8E,Sequoia Wood Products,N.E.,MINING,KDT-2584,18/06/2024,190,6792.75,John Martin,discount applied 10%
11BF1511,Sequoia Wood Products,South East,Recycling,KDT-1711,"May 01, 2024",131,42614.96,Michael Moore,
3DEC3474,Global Pulp & Paper Inc,Pacific,wood prod,KDT-2291,"Jan 30, 2024",72,230867.73,Nancy Garcia,Customer requested rush
8F96A27B,Sequoia  Wood  Products,S.W.,Recycle,KDT-9935,04/28/2024,27,25638.5,Joseph Johnson,Urgent order
91A2517B,Pacific Recycling LLC,Mid-West,chem,KDT-9928,"Sep 23, 2024",110,,Barbara Martin,
CE524082,Global Pulp & Paper Inc,Overseas,Paper Products,KDT-2139,2024-08-13,110,133096.09,Jennifer Brown,Repeat customer
04133B2F,Global Pulp & Paper Inc,Intl.,Waste Management,KDT-6574,21-Oct-2024,183,233039.23,John Martin,
B968EB00,Global Pulp and Paper Inc,SE,mining,KDT-2424,03-Mar-2024,107,254035.11,Joseph Smith,
3BF4DE41,Lakeside Pulp Mills,S.E.,Recyc.,KDT-2535,10-Jun-2024,3,8437.01,James Williams,
799FB296,Prairie  Grain  Handlers,North East,Food & Beverage,KDT-3615,2024-08-26,154,8630.07,Daniel Martin,
BEB37A45,Global Pulp & Paper Inc,N.E.,Paper Products,KDT-2139,10-Jul-2024,57,132758.6,Daniel Anderson,discount applied 10%
86460C89,  Global Pulp & Paper Inc  ,N.E.,Paper Products,KDT-7873,04-Dec-2024,38,161275.92,Michael Garcia,discount applied 10%
66460103,Sequoia Wood Products,Southwest,Minerals,KDT-4811,07/06/2024,36,-71741.75053979167,Michael Rodriguez,
B4344704,Global Pulp & Paper Incorporated,Northeastern,Pulp and Paper,KDT-6514,2024-01-22,121,291825.54,Charles Jackson,Repeat customer
7E9F5801,Global Pulp & Paper Inc,Southwest,Paper Products,KDT-1488,"May 10, 2024",190,222196.17,Mary Davis,
88CE4C5A,Tidewater Chemical Company,midwest,Wood Products,KDT-1520,2024-07-08,31,13487.61,Mary Williams,discount applied 10%
1ABA5392,Global Pulp & Paper In,Southeastern,food & bev,KDT-4811,03/08/2024,16,53378.71,Susan Martin,discount applied 10%
20EAEE51,Heartland Processing Co,North East,Timber,KDT-1711,"Mar 10, 2024",143,5176.3,Charles Lee,
01FD1F37,OAKWOOD MATERIALS INC,western,Food & Beverage,KDT-9928,26/12/2024,8,12139.45,John Williams,
76EA7242,Evergreen Forest Industries,Midwest,wood prod,KDT-4733,2024-08-04,65,18386.4,Jessica Johnson,discount applied 10%
8E361034,BlueRidge Manufacturing,N.E.,mining,KDT-5552,12-Sep-2024,84,14800.15,Daniel Lopez,
A8E0B5D6,Lakeside Pulp Mills,West,Chemicals,KDT-5803,"Dec 14, 2024",68,1133.38,Jessica Lee,discount applied 10%
25AD6004,Global Pulp & Paper Inc,West,Chemical,KDT-7912,06-Oct-2024,71,-194355.37265559408,Robert Lee,
0E033ECB,Global Pulp & Paper Inc,South East,Minerals,KDT-9928,"Nov 29, 2024",104,120816.08,Nancy Williams,
53E427AF,Lakeside Pulp Mills,SW,Food and Beverage,KDT-9935,"Feb 19, 2024",76,3795.01,Joseph Moore,Repeat customer
BEDAD159,Atlantic Chemical Partners,south-west,Pulp & Paper,KDT-1750,"Dec 17, 2024",100,1022.47,Karen Wilson,NEW ACCOUNT
27852ECA,Acme Industrial Corp,S.W.,Food and Beverage,KDT-6514,2024-11-01,32,6903.76,Joseph Garcia,follow up needed
74E6C20F,Evergreen Forest Industries,SW,Mining,KDT-6925,05/31/2024,83,17961.15,Jennifer Miller,Repeat customer
9AF27019,Global Pulp & Paper Inc,West Coast,wood prod,KDT-8527,18/07/2024,154,253823.97,John Thomas,
A5EE4548,global pulp & paper inc,Northeastern,Recycle,KDT-8359,01/29/2024,197,290142.63,Patricia Moore,Customer requested rush
C06859AC,Global Pulp and Paper Inc,South East,Wood,KDT-9279,06/17/2024,33,136316.23,Patricia Smith,
9148B799,Global Pulp & Paper Incorporated,INTL,Wood Products,KDT-4257,2024-10-23,72,60599.29,Karen Taylor,discount applied 10%
C292F920,Global Pulp & Paper In,south-west,food & bev,KDT-7912,10/04/2024,12,216043.68,Patricia Brown,NEW ACCOUNT
731B39CE,Sequoia Wood Products,Pacific,pulp/paper,KDT-2679,2024-02-17,11,15034.33,Daniel Wilson,
9E6FB88A,  Prairie Grain Handlers  ,Pacific,Chemicals,KDT-2291,28/07/2024,93,2255.52,Thomas Martinez,Repeat customer
DE8A7138,Prairie  Grain  Handlers,W,MINING,KDT-9785,12/25/2024,81,4757.91,Jennifer Jones,Repeat customer
D5055318,Global Pulp & Paper In,W,Food & Beverage,KDT-8359,2024-08-26,64,52049.62,Susan Davis,discount applied 10%
A23E9769,Cascade Paper Products,south-west,Chem Proc,KDT-3615,"Aug 29, 2024",182,"$5,392.95",Robert Jackson,discount applied 10%
D06981AA,Sequoia  Wood  Products,Southwest,Wood,KDT-5012,"Dec 27, 2024",81,25712.84,Michael Wilson,discount applied 10%
917F3616,global pulp & paper inc,SW,Paper Products,KDT-3045,2024-07-09,124,72715.77,John Rodriguez,Customer requested rush
35352BE4,GLOBAL PULP & PAPER INC,Mid-West,Recycle,KDT-5333,03-Mar-2024,98,199273.88,Susan Thomas,Customer requested rush
25351929,Global Pulp and Paper Inc,Southwest,Paper Products,KDT-1106,02/05/2024,59,77017.58,David Martin,follow up needed
63FFAD12,GLOBAL PULP & PAPER INC,Northeast,Wood,KDT-9785,11/11/2024,58,141545.3,Nancy Lee,follow up needed
9111AD1F,Global  Pulp  &  Paper  Inc,Global,Wood Products,KDT-4150,24-Dec-2024,135,220803.23,Sarah Moore,NEW ACCOUNT
73A9BAC2,Global Pulp and Paper Inc,W,chem,KDT-1434,03/07/2024,117,220552.19,Linda Moore,
FB2A7E3A,Midwest Steel Works,Southeast,Mining & Extraction,KDT-1488,01/24/2024,155,14100.41,Karen Johnson,follow up needed
3D368298,Acme Industrial Corp,intl,F&B,KDT-7924,17-Dec-2024,119,13929.28,Sarah Taylor,Customer requested rush
0C39BD77,Acme Industrial Corp,Southwest,Paper Products,KDT-3547,"Jul 25, 2024",184,2280.5,Karen Jones,
81AFE653,prairie grain handlers,N.E.,Minerals,KDT-6574,17-Dec-2024,43,2436.14,David Thomas,
D21EC23B,Global Pulp & Paper Inc,North East,Timber,KDT-3045,20-Apr-2024,111,219916.61,Mary Wilson,NEW ACCOUNT
33C811F9,Summit Mining Enterprises,NE,mining,KDT-3045,19/05/2024,53,4053.36,Charles Rodriguez,
3556E8C9,Sequoia Wood Product,midwest,Recycling,KDT-7912,27/02/2024,47,44208.47,Joseph Davis,follow up needed
A2686E23,Pacific Recycling LC,INTL,Chemical,KDT-9785,28-Dec-2024,25,6596.06,Jessica Hernandez,
1A35C493,Global Pulp & Paper Inc,West Coast,Mining,KDT-8527,10/09/2024,128,121480.94,Michael Brown,Urgent order
97DBA493,Evergreen Forest Industries,SW,Chem Proc,KDT-4527,"Dec 18, 2024",134,9641.57,Sarah Lopez,
3E6925B1,GLOBAL PULP & PAPER INC,South West,Food & Beverage,KDT-5333,05/08/2024,57,242617.68,Karen Smith,discount applied 10%
78E5A0F4,  Summit Mining Enterprises  ,SE,Minerals,KDT-1711,2024-04-01,174,7570.03,Joseph Brown,Repeat customer
E3FDA603,Prairie Grain Handlers,North East,Waste Management,KDT-2824,08/02/2024,73,981.97,Michael Anderson,Customer requested rush
8BC31A69,Midwest Steel Works,West,Pulp & Paper,KDT-4150,08-Feb-2024,101,8852.17,Joseph Rodriguez,follow up needed
2F845ABE,BlueRidge Manufacturin,Pacific,Paper,KDT-6514,11/17/2024,136,1662.84,James Wilson,follow up needed
58B0D1EF,Companyntinental Packaging Group,SW,pulp/paper,KDT-2291,"Aug 24, 2024",31,"$22,547.92",Jennifer Miller,follow up needed
CC1C2934,Global Pulp & Paper Inc,western,food & bev,KDT-3547,12/11/2024,69,105624.72,Nancy Taylor,
0DF5A5BF,Redwood Fiber Solution,S.W.,Mining & Extraction,KDT-4733,"Jul 05, 2024",120,,Patricia Hernandez,Customer requested rush
B76769E4,BlueRidge Manufacturing,INTL,Lumber,KDT-2824,26-Aug-2024,109,3171.75,Jessica Moore,discount applied 10%
A562E0FC,BLUERIDGE MANUFACTURING,N.E.,Waste Management,KDT-6514,12/17/2024,89,18228.51,Sarah Martin,Customer requested rush
5125E7F3,Meridian Engineering Services,Mid-West,Chemical Processing,KDT-1520,"Apr 09, 2024",52,9702.66,Joseph Taylor,NEW ACCOUNT
92AD423C,Sequoia Wood Products,Intl.,Food and Beverage,KDT-3045,"Jun 28, 2024",99,58459.55,Daniel Rodriguez,follow up needed
EA116602,Evergreen Forest Industries,midwest,recycling,KDT-3045,2024-11-17,184,8403.11,David Smith,Repeat customer
8A1AEFB8,Global  Pulp  &  Paper  Inc,Intl.,wood prod,KDT-8527,"Nov 03, 2024",81,159428.19,Nancy Rodriguez,Repeat customer
AC61E2E6,Sequoia Wood Products,S.W.,Paper,KDT-4811,27-Jun-2024,56,21341.47,Karen Lopez,NEW ACCOUNT
CAC604DB,Northern Timber Company,western,Waste Management,KDT-5506,06/11/2024,200,,Linda Thomas,Urgent order
3A990E64,Global Pulp & Paper Inc,Global,Mining & Extraction,KDT-6925,20/05/2024,8,246765.9,Mary Jones,NEW ACCOUNT
964D352D,Global Pulp and Paper Inc,SW,mining,KDT-7924,"Sep 29, 2024",72,84315.95,David Wilson,NEW ACCOUNT
0A9A5EA5,Evergreen Forest Industries,Pacific,Chemical,KDT-9935,10/03/2024,153,6356.0,Mary Martin,Customer requested rush
8A39B15F,Lakeside Pulp Mills,north-east,Food & Beverage,KDT-2291,15-Feb-2024,84,1977.54,Barbara Moore,Customer requested rush
9204BE7C,Atlantic Chemical Partners,W,Mining,KDT-5552,2024-10-16,68,6667.65,Richard Thomas,Repeat customer
31B21D48,Global Pulp & Paper Inc,North East,Wood,KDT-6574,2024-09-27,48,287500.85,James Wilson,discount applied 10%
0E701632,Midwest Steel Work,Overseas,Wood Products,KDT-1520,28-Aug-2024,47,19827.69,Joseph Brown,Urgent order
4E23F381,Northern Timber Co,Pacific,Food/Bev,KDT-2291,2024-09-08,180,2197.9,Michael Davis,follow up needed
6E5B412E,Global  Pulp  &  Paper  Inc,north-east,Food & Beverage,KDT-1750,2024-01-05,161,160958.76,Joseph Lopez,
418F6954,  Sequoia Wood Products  ,W,Food/Bev,KDT-3547,16-May-2024,188,62216.02,Michael Smith,Urgent order
58F0C5F0,Global Pulp & Paper Inc,Middle West,Recycling,KDT-9928,28/06/2024,159,257689.29,Jennifer Moore,
5827D3E4,Continental  Packaging  Group,Southeastern,Chemical,KDT-9279,2024-08-19,110,9027.07,Charles Hernandez,
0EC46A89,Midwest Steel Works,Pacific,wood prod,KDT-4611,13-May-2024,56,,Jennifer Johnson,follow up needed
CF79CA3B,Continental Packaging Group,south east,food & bev,KDT-4733,2024-01-03,32,15470.73,Jennifer Miller,
BA48E626,Sequoia Wood Products,SW,Mining,KDT-1711,11/02/2024,63,47344.8,Joseph Lopez,Customer requested rush
C15D704A,Sequoia Wood Product,West,recycling,KDT-5012,01/16/2024,175,73445.9,Jennifer Smith,
CC333485,GLOBAL PULP & PAPER INC,West Coast,Pulp & Paper,KDT-9928,11/07/2024,52,-295504.1612351364,Karen Jones,
279F4C97,evergreen forest industries,North East,Food & Beverage,KDT-5803,2024-07-15,146,15359.51,Mary Lopez,Customer requested rush
1EB439A4,Pacific Recycling L.L.C.,south-west,Food and Beverage,KDT-4582,21-Apr-2024,135,32997.67,Robert Rodriguez,Repeat customer
5B730BFB,Continental Packaging Group,N.E.,MINING,KDT-7912,09/26/2024,196,13906.56,Robert Anderson,Customer requested rush
C33A5DDF,oakwood materials inc,Mid-West,Lumber,KDT-2291,"Feb 20, 2024",199,8367.66,Charles Williams,Repeat customer
98B09146,SEQUOIA WOOD PRODUCTS,western,wood prod,KDT-8359,04/05/2024,68,46269.39,Thomas Wilson,
C2FF7578,Redwood  Fiber  Solutions,West Coast,Food & Beverage,KDT-6925,28/12/2024,189,"$4,437.26",Daniel Jones,Customer requested rush
66FE57A8,Global Pulp & Paper Inc,north-east,chem,KDT-1106,22/01/2024,91,220918.45,Michael Lopez,Repeat customer
FD641362,pacific recycling llc,INTL,Chem Proc,KDT-4733,01/02/2024,77,6147.35,Thomas Taylor,follow up needed
A8083CC2,GLOBAL PULP & PAPER INC,SE,Food and Beverage,KDT-7912,02/04/2024,189,181922.35,Linda Taylor,
64428EB3,Midwest Steel Works,Mid West,Waste Management,KDT-7873,09-Sep-2024,177,4177.09,Thomas Rodriguez,
EA4347ED,Global Pulp & Paper Inc,Global,Pulp and Paper,KDT-8359,13/12/2024,151,56537.93,James Garcia,follow up needed
AB994318,GLOBAL PULP & PAPER INC,SE,Chemicals,KDT-2291,"Jan 11, 2024",102,93693.53,John Martinez,Repeat customer
60525A7F,  Sequoia Wood Products  ,International,Paper,KDT-9928,13/04/2024,87,53414.99,Barbara Lopez,Repeat customer
6D12C93A,continental packaging group,north-east,F&B,KDT-4582,05/07/2024,169,14216.91,Jessica Anderson,discount applied 10%
26B0C41C,Global Pulp & Paper Inc,Middle West,Food & Beverage,KDT-1409,09-Nov-2024,107,251715.11,Mary Martinez,Urgent order
C4764158,Global  Pulp  &  Paper  Inc,MW,Paper Products,KDT-6925,17-Jun-2024,117,44115.21,Linda Wilson,discount applied 10%
B4D275FB,Global Pulp & Paper Inc,Northeastern,Lumber,KDT-5506,11-Nov-2024,148,32035.52,Charles Moore,discount applied 10%
DE309529,Global  Pulp  &  Paper  Inc,S.E.,Pulp & Paper,KDT-2679,15/02/2024,53,211659.43,Jennifer Wilson,Customer requested rush
179FC450,Global Pulp & Paper Inc,INTL,Food and Beverage,KDT-9279,"Apr 07, 2024",151,"$192,326.85",James Davis,discount applied 10%
9073B4ED,PACIFIC RECYCLING LLC,Pacific,F&B,KDT-7224,27/03/2024,73,21880.33,Thomas Moore,
23BF9DBD,Evergreen Forest Industries,Intl.,Mining,KDT-2584,08/19/2024,77,9684.06,John Garcia,Customer requested rush
F5509408,Global Pulp & Paper Incorporated,Southeastern,Chemical,KDT-4257,2024-08-10,66,236264.58,Karen Miller,
178EADCF,  Evergreen Forest Industries  ,West Coast,Food & Beverage,KDT-2291,10-Aug-2024,122,13466.77,Barbara Rodriguez,
0A057EAF,NORTHERN TIMBER CO,Mid-West,chem,KDT-4582,26-Sep-2024,158,4278.92,Linda Williams,Repeat customer
2C0AB187,Global Pulp & Paper Inc,West Coast,Pulp and Paper,KDT-9785,"Jun 08, 2024",150,142971.63,Karen Martin,NEW ACCOUNT
60CFB135,Global Pulp & Paper In,West,Paper Products,KDT-2584,07/17/2024,36,289961.19,Robert Davis,
CB076E5E,Global Pulp & Paper Inc,south east,Mining & Extraction,KDT-2674,11-Mar-2024,199,177881.75,Joseph Williams,Urgent order
3537BC7C,Pacific  Recycling  LLC,midwest,F&B,KDT-5012,03/06/2024,85,23769.33,Joseph Hernandez,follow up needed
AE95E038,Redwood Fiber Solutions,S.W.,chem,KDT-2291,2024-12-07,14,7865.98,Richard Williams,
CA54A61B,Sequoia Wood Products,Intl.,Food/Bev,KDT-4582,"Sep 02, 2024",58,49463.53,Mary Lopez,NEW ACCOUNT
3C9EB595,Global Pulp & Paper Incorporated,MW,Pulp & Paper,KDT-9928,06/30/2024,23,291941.41,Charles Anderson,follow up needed
F309AB13,Global Pulp & Paper Inc,Midwest,wood prod,KDT-3286,07-Jul-2024,136,221915.47,James Hernandez,NEW ACCOUNT
